"","zipcode","n_rats","borough","neighborhood","n_rest","rest_to_rat","rat_to_rest","score_avg","score_to_rat","rat_to_score","population","rat_per_cap","tax_rating","rat_to_tax"
"79","10463",1670,"Bronx","Kingsbridge and Riverdale",1171,0.701197604790419,1.42613151152861,21.1434671221178,0.0126607587557592,78.9842077628337,70236,0.023776980465858,2.67451322290032,624.412691513637
"80","10464",97,"Bronx","Southeast Bronx",353,3.63917525773196,0.274787535410765,16.8555240793201,0.173768289477527,5.75478991596639,4322,0.0224433132808885,3.15596330275229,30.7354651162791
"81","10465",529,"Bronx","Southeast Bronx",630,1.19092627599244,0.83968253968254,18.7428571428571,0.0354307318390494,28.2240853658537,45066,0.0117383393245462,2.7573673870334,191.849661560385
"82","10466",1003,"Bronx","Northeast Bronx",887,0.884346959122632,1.13077790304397,20.6944757609921,0.0206325780269114,48.4670407496187,74519,0.0134596545847368,2.16476247745039,463.330277777778
"83","10467",3273,"Bronx","Bronx Park and Fordham",1241,0.379162847540483,2.63738920225624,18.8759065269944,0.00576715750901141,173.395645677695,100867,0.0324486700308327,2.01625135427952,1623.30951101558
"84","10468",2335,"Bronx","Bronx Park and Fordham",1040,0.445396145610278,2.24519230769231,21.1461538461538,0.0090561686707297,110.421971626046,78778,0.0296402548934982,1.86745334796926,1250.36590742101
"85","10469",1223,"Bronx","Northeast Bronx",764,0.624693376941946,1.60078534031414,21.3586387434555,0.017464136339702,57.2602034563059,72550,0.0168573397656788,2.34625788999098,521.255572636433
"86","10470",493,"Bronx","Northeast Bronx",420,0.851926977687627,1.17380952380952,19.4357142857143,0.0394233555491162,25.3656743844175,15500,0.0318064516129032,2.52752880921895,195.052178318136
"87","10471",352,"Bronx","Kingsbridge and Riverdale",430,1.22159090909091,0.818604651162791,18.153488372093,0.0515724101479915,19.3902126569306,22577,0.0155910882756788,3.36763236763237,104.524473450015
"88","10472",2336,"Bronx","Southeast Bronx",1048,0.448630136986301,2.22900763358779,19.3139312977099,0.00826795004182788,120.948964972086,67989,0.0343584991689832,1.88447034624614,1239.60560305621
"89","10473",689,"Bronx","Southeast Bronx",261,0.378809869375907,2.63984674329502,21.72030651341,0.031524392617431,31.7214676309755,59627,0.0115551679608231,2.16112266112266,318.815776815777
"90","10474",728,"Bronx","Hunts Point and Mott Haven",280,0.384615384615385,2.6,20.5714285714286,0.0282574568288854,35.3888888888889,11579,0.0628724414889023,1.81854043392505,400.321041214751
"91","10475",112,"Bronx","Northeast Bronx",531,4.74107142857143,0.210922787193974,17.4067796610169,0.155417675544794,6.43427458617332,43791,0.00255760316046676,2.4888500218627,45.0007027406887
"92","11001",86,NA,NA,43,0.5,2,19.6511627906977,0.228501892915089,4.37633136094674,26542,0.00324014769045287,3.20238095238095,26.8550185873606
"93","11004",55,"Queens","Southeast Queens",206,3.74545454545455,0.266990291262136,16.247572815534,0.295410414827891,3.38512100388408,15297,0.00359547623717069,2.95614035087719,18.6053412462908
"94","11040",12,NA,NA,150,12.5,0.08,20.6066666666667,1.71722222222222,0.58233581365254,41523,0.000288996459793368,3.35632708999543,3.57533687219273
"95","11101",1154,"Queens","Northwest Queens",2553,2.21230502599653,0.45201723462593,21.3728946337642,0.0185207059218061,53.9936222853477,32537,0.0354673141346774,3.23294219904389,356.950396558677
"96","11102",553,"Queens","Northwest Queens",735,1.32911392405063,0.752380952380952,19.2625850340136,0.0348328843291385,28.7085040259924,28359,0.0194999823689129,2.72062663185379,203.261996161228
"97","11103",856,"Queens","Northwest Queens",2090,2.44158878504673,0.409569377990431,18.3578947368421,0.0214461387112641,46.6284403669725,35419,0.0241678195318897,2.65967820575329,321.843446379468
"98","11104",510,"Queens","Northwest Queens",1184,2.32156862745098,0.430743243243243,21.9873310810811,0.0431124138844727,23.1951753543579,25037,0.0203698526181252,2.74357239512855,185.889025893958
"99","11105",860,"Queens","Northwest Queens",1151,1.33837209302326,0.747176368375326,18.0625543006082,0.0210029701169862,47.6123136123136,37452,0.0229627256221297,2.75563524590164,312.087748652166
"100","11106",645,"Queens","Northwest Queens",1548,2.4,0.416666666666667,20.1369509043928,0.0312200789215392,32.0306685486975,37094,0.0173882568609479,2.72040534315983,237.097019979682
"101","11109",16,NA,NA,68,4.25,0.235294117647059,21.3970588235294,1.33731617647059,0.747766323024055,6127,0.00261139219846581,4.43108504398827,3.61085373924553
"102","11201",1533,"Brooklyn","Northwest Brooklyn",3620,2.36138290932811,0.423480662983425,21.1497237569061,0.0137962972973947,72.4832162169222,64798,0.0236581375968394,3.90518783542039,392.55474118186
"103","11203",1868,"Brooklyn","Flatbush",1168,0.625267665952891,1.59931506849315,24.2097602739726,0.012960257105981,77.158963114899,77589,0.0240755777236464,2.26030655391121,826.436571963054
"104","11204",563,"Brooklyn","Borough Park",1380,2.45115452930728,0.407971014492754,23.0434782608696,0.0409298015290756,24.4320754716981,75840,0.00742352320675106,2.20900794818958,254.865538379531
"105","11205",2181,"Brooklyn","Northwest Brooklyn",1477,0.677212287941311,1.47664184157075,20.2261340555179,0.00927378911302978,107.830789315124,47866,0.0455647014582376,2.73876698014629,796.34376192293
"106","11206",2931,"Brooklyn","Bushwick and Williamsburg",1455,0.496417604912999,2.01443298969072,18.1587628865979,0.00619541551913952,161.409674122857,87599,0.0334592860649094,2.22406209573092,1317.85888785482
"107","11207",3319,"Brooklyn","East New York and New Lots",1328,0.400120518228382,2.49924698795181,20.6596385542169,0.00622465759391891,160.651406910628,90867,0.0365259114970231,2.02550214398556,1638.60601671309
"108","11208",1949,"Brooklyn","East New York and New Lots",1238,0.635197537198563,1.57431340872375,21.0993537964459,0.0108257330920707,92.3724972244554,102626,0.018991288757235,1.94226125137212,1003.46953769639
"109","11209",913,"Brooklyn","Southwest Brooklyn",2439,2.67141292442497,0.374333743337433,20.4710947109471,0.0224217904829651,44.5994712491738,68368,0.0133542007956939,2.91909196740396,312.768494516451
"110","11210",727,"Brooklyn","Flatbush",840,1.15543328748281,0.86547619047619,22.2761904761905,0.0306412523744023,32.6357417699872,62423,0.011646348301107,2.51117129316181,289.506335939606
"111","11211",2743,"Brooklyn","Greenpoint",3217,1.17280349981772,0.852657755672987,19.9884986011812,0.00728709391220606,137.228916224748,104561,0.0262334904983694,2.9535175879397,928.723096554658
"112","11212",1833,"Brooklyn","Central Brooklyn",1097,0.598472449536279,1.67092069279854,24.6235186873291,0.013433452639023,74.4410262105731,74037,0.024757891324608,1.93641767898682,946.593299519487
"113","11213",2772,"Brooklyn","Central Brooklyn",1140,0.411255411255411,2.43157894736842,23.4377192982456,0.0084551656920078,118.270893371758,67382,0.0411385830043632,2.19820717131474,1261.02763932941
"114","11214",909,"Brooklyn","Southwest Brooklyn",2086,2.29482948294829,0.435762224352828,25.7957813998082,0.028378197359525,35.2383200148671,90372,0.0100584251759394,2.22680412371134,408.208333333333
"115","11215",3132,"Brooklyn","Northwest Brooklyn",2833,0.904533844189017,1.10554182845041,20.20367102012,0.00645072510220946,155.021332354945,69995,0.0447460532895207,3.69434194341943,847.782919926752
"116","11216",5365,"Brooklyn","Central Brooklyn",1700,0.316868592730662,3.15588235294118,21.3517647058824,0.00397982566745244,251.267287453854,59567,0.0900666476404721,2.62002008704386,2047.69422438027
"117","11217",2597,"Brooklyn","Northwest Brooklyn",2206,0.849441663457836,1.17724388032638,17.9777878513146,0.00692252131355972,144.456037721576,42461,0.0611620074892254,3.54895275207014,731.765166071919
"118","11218",1195,"Brooklyn","Borough Park",1515,1.26778242677824,0.788778877887789,24.8,0.0207531380753138,48.1854838709677,73280,0.0163073144104804,2.60604229607251,458.549733364248
"119","11219",982,"Brooklyn","Borough Park",1149,1.17006109979633,0.854656222802437,24.9677980852916,0.0254254562986676,39.3306609035137,87812,0.0111829818248075,1.93389633080955,507.783165185966
"120","11220",1327,"Brooklyn","Sunset Park",3992,3.00828937452901,0.332414829659319,23.4165831663327,0.0176462570959553,56.6692412199532,90657,0.0146375900371731,1.74730674730675,759.45451595457
"121","11221",5813,"Brooklyn","Bushwick and Williamsburg",1253,0.215551350421469,4.63926576217079,20.1723862729449,0.00347021955495354,288.166205095743,85582,0.0679231614124465,2.2819726285984,2547.35746044876
"122","11222",2000,"Brooklyn","Greenpoint",1915,0.9575,1.0443864229765,17.6261096605744,0.00881305483028721,113.468033418262,36710,0.0544810678289294,3.19068162208801,626.825310978908
"123","11223",826,"Brooklyn","Southern Brooklyn",1568,1.89830508474576,0.526785714285714,22.7257653061224,0.0275130330582596,36.346410731324,80500,0.0102608695652174,2.31492537313433,356.814958091554
"124","11224",605,"Brooklyn","Southern Brooklyn",726,1.2,0.833333333333333,24.1432506887052,0.0399061994854632,25.0587631218622,45587,0.013271327352096,2.20910455227614,273.866621376812
"125","11225",2284,"Brooklyn","Flatbush",1430,0.626094570928196,1.5972027972028,23.6727272727273,0.0103645916255373,96.4823348694317,56072,0.0407333428449137,2.46833387463462,925.32052631579
"126","11226",3442,"Brooklyn","Flatbush",1963,0.570307960488088,1.75343861436577,21.109526235354,0.00613292453089891,163.054346252232,96332,0.035730598347382,2.25994694960212,1523.04460093897
"127","11228",404,"Brooklyn","Southwest Brooklyn",555,1.37376237623762,0.727927927927928,20.8522522522523,0.0516144857729016,19.3744059448717,43878,0.00920734764574502,2.52901023890785,159.74628879892
"128","11229",540,"Brooklyn","Southern Brooklyn",1220,2.25925925925926,0.442622950819672,20.5237704918033,0.0380069823922283,26.3109549103399,81909,0.00659268212284364,2.57226666666667,209.931577856106
"129","11230",989,"Brooklyn","Borough Park",869,0.878665318503539,1.13808975834292,20.3601841196778,0.0205866371280867,48.5751992313344,87188,0.0113433041244208,2.48703956343793,397.661546900713
"130","11231",1137,"Brooklyn","Northwest Brooklyn",1413,1.24274406332454,0.804670912951168,20.0686482661005,0.0176505261795079,56.6555347885884,37796,0.030082548417822,3.4672514619883,327.925451172204
"131","11232",575,"Brooklyn","Sunset Park",1066,1.85391304347826,0.539399624765478,21.1585365853659,0.0367974549310711,27.1757925072046,26501,0.0216972944417192,2.25669291338583,254.797627355199
"132","11233",3825,"Brooklyn","Central Brooklyn",710,0.18562091503268,5.38732394366197,21.5943661971831,0.00564558593390408,177.12953300287,79796,0.047934733570605,2.22178988326848,1721.58493870403
"133","11234",906,"Brooklyn","Canarsie and Flatlands",1338,1.47682119205298,0.677130044843049,20.8355754857997,0.0229973239357613,43.4833201807877,90372,0.0100252290532466,2.75785797438882,328.515829463909
"134","11235",1532,"Brooklyn","Southern Brooklyn",1490,0.972584856396867,1.02818791946309,23.1154362416107,0.0150884048574483,66.2760583009117,76921,0.0199165377465192,2.49475786320519,614.087652591555
"135","11236",1050,"Brooklyn","Canarsie and Flatlands",1228,1.16952380952381,0.855048859934853,22.2768729641694,0.0212160694896851,47.1340839303992,98821,0.0106252719563655,2.34153341533415,448.424093853966
"136","11237",3336,"Brooklyn","Bushwick and Williamsburg",2180,0.65347721822542,1.5302752293578,19.6311926605505,0.00588465007810266,169.933638657819,46772,0.0713247241939622,2.20283215326947,1514.41406693137
"137","11238",5160,"Brooklyn","Central Brooklyn",2389,0.462984496124031,2.1598995395563,22.8359146086229,0.00442556484663234,225.959857025021,55102,0.093644513810751,3.26961707470182,1578.16645867332
"138","11239",52,"Brooklyn","Canarsie and Flatlands",111,2.13461538461538,0.468468468468468,13.972972972973,0.268711018711019,3.72147001934236,12832,0.00405236907730673,2.19765929778934,23.6615384615385
"139","11354",436,"Queens","North Queens",3916,8.98165137614679,0.111338100102145,22.1284473953013,0.0507533197139939,19.703144654088,52351,0.0083283986934347,1.9843798812871,219.715994962217
"140","11355",567,"Queens","North Queens",2148,3.78835978835979,0.263966480446927,25.1862197392924,0.0444201406336726,22.5123105360444,81358,0.0069691978662209,1.69129038352541,335.246983914209
"141","11356",168,"Queens","North Queens",491,2.92261904761905,0.342158859470468,20.5030549898167,0.122041993987004,8.1939008642098,24178,0.00694846554719166,2.14851485148515,78.1935483870968
"142","11357",563,"Queens","North Queens",552,0.980461811722913,1.01992753623188,17.3315217391304,0.0307842304425052,32.4841643148322,40118,0.0140336008774116,2.95541401273885,190.497844827586
"143","11358",259,"Queens","North Queens",1329,5.13127413127413,0.194883370955606,19.9766741911211,0.0771300161819349,12.9651210968398,36665,0.00706395745261148,2.48345035105316,104.290387722132
"144","11360",70,"Queens","North Queens",154,2.2,0.454545454545455,14.5324675324675,0.20760667903525,4.81680071492404,18892,0.00370527207283506,3.25519287833828,21.5041020966272
"145","11361",302,"Queens","Northeast Queens",1324,4.3841059602649,0.22809667673716,17.9932024169184,0.0595801404533723,16.7841161902363,28531,0.0105849777435071,2.76267605633803,109.314300280398
"146","11362",67,"Queens","Northeast Queens",445,6.64179104477612,0.150561797752809,19.0112359550562,0.283749790373973,3.524231678487,18694,0.00358403765914197,3.07726763717805,21.7725618631732
"147","11363",31,"Queens","Northeast Queens",120,3.87096774193548,0.258333333333333,18.825,0.607258064516129,1.64674634794157,6834,0.00453614281533509,3.25287356321839,9.53003533568905
"148","11364",104,"Queens","Northeast Queens",442,4.25,0.235294117647059,17.8484162895928,0.17161938739993,5.82684750919001,35866,0.00289968215022584,2.81917808219178,36.8901846452867
