"","zipcode","n_rats","borough","neighborhood","n_rest","rest_to_rat","rat_to_rest","score_avg","score_to_rat","rat_to_score","population","rat_per_cap","tax_rating","rat_to_tax"
"149","11365",169,"Queens","Central Queens",586,3.46745562130178,0.28839590443686,20.7337883959044,0.122685138437304,8.15094650205761,43730,0.00386462382803567,2.4952723998199,67.7280765066763
"150","11366",81,"Queens","Central Queens",523,6.45679012345679,0.154875717017208,23.7246653919694,0.292897103604561,3.41416827852998,14109,0.00574101637252817,2.74449339207048,29.5136436597111
"151","11367",264,"Queens","Central Queens",447,1.69318181818182,0.590604026845638,20.2237136465324,0.076604975933835,13.053982300885,40141,0.00657681672105827,2.43675169182717,108.340952787866
"152","11368",1196,"Queens","West Queens",2710,2.26588628762542,0.441328413284133,23.1147601476015,0.0193267225314394,51.7418304305487,108661,0.0110067089388097,1.87445346658339,638.052649116961
"153","11369",381,"Queens","West Queens",613,1.60892388451444,0.621533442088091,18.4257748776509,0.0483616138521021,20.6775564409031,30693,0.0124132538363796,2.10813823857302,180.728186144897
"154","11370",332,"Queens","West Queens",220,0.662650602409639,1.50909090909091,19.1545454545455,0.0576944140197152,17.3327005220693,29366,0.0113055915003746,2.31540697674419,143.387319522913
"155","11371",1,NA,NA,56,56,0.0178571428571429,8.58928571428571,8.58928571428571,0.116424116424116,NA,NA,NA,NA
"156","11372",919,"Queens","West Queens",3622,3.94124047878128,0.25372722252899,22.9538928768636,0.0249770325101889,40.0367817750995,63107,0.0145625683363177,2.35672853828306,389.947329559439
"157","11373",1119,"Queens","West Queens",2629,2.34941912421805,0.425637124381894,23.130087485736,0.020670319468933,48.3785459389235,96495,0.0115964557749106,2.01662754303599,554.886797943544
"158","11374",650,"Queens","West Central Queens",779,1.19846153846154,0.834403080872914,18.8600770218228,0.0290155031104967,34.464334331609,43173,0.0150557061126167,2.75276595744681,236.126140052558
"159","11375",540,"Queens","West Central Queens",2071,3.83518518518519,0.260743602124577,19.9773056494447,0.0369950104619347,27.0306721775071,72615,0.00743648006610205,3.31087202718007,163.099025141098
"160","11377",1931,"Queens","West Queens",2221,1.15018125323666,0.869428185502026,20.97748761819,0.0108635357939876,92.0510613637827,82021,0.023542751246632,2.27621145374449,848.339461970195
"161","11378",768,"Queens","West Queens",654,0.8515625,1.1743119266055,17.0183486238532,0.0221593081039755,45.1277628032345,39033,0.0196756590577204,2.5612073784237,299.858577040594
"162","11379",805,"Queens","West Central Queens",396,0.491925465838509,2.03282828282828,21.9621212121212,0.0272821381517034,36.6540186271128,37780,0.0213075701429328,2.90038953811909,277.548925556408
"163","11385",3300,"Queens","West Central Queens",2267,0.686969696969697,1.45566828407587,19.9470666078518,0.00604456563874297,165.437859354268,105025,0.0314210902166151,2.42379706059996,1361.50012459507
"164","11411",151,"Queens","Southeast Queens",214,1.41721854304636,0.705607476635514,23.1448598130841,0.153277217305193,6.52412679184333,20473,0.00737556782103258,2.58126721763085,58.4983991462113
"165","11412",717,"Queens","Jamaica",326,0.454672245467225,2.19938650306748,16.7638036809816,0.023380479331913,42.7707227813358,37987,0.0188748782478216,2.37870416875942,301.424619932432
"166","11413",423,"Queens","Southeast Queens",512,1.21040189125296,0.826171875,25.173828125,0.0595125960401891,16.8031654899527,41810,0.0101171968428606,2.47833935018051,170.678805535324
"167","11414",328,"Queens","Southwest Queens",420,1.28048780487805,0.780952380952381,22.8071428571429,0.0695339721254355,14.3814594425305,27672,0.0118531367447239,2.96100073583517,110.773359840954
"168","11415",110,"Queens","Southwest Queens",368,3.34545454545455,0.298913043478261,22.0326086956522,0.200296442687747,4.99259990133202,18464,0.00595753899480069,2.884375,38.136511375948
"169","11416",364,"Queens","Southwest Queens",484,1.32967032967033,0.752066115702479,21.8884297520661,0.0601330487694124,16.6297904474231,26087,0.0139533100778165,2.06191950464396,176.534534534535
"170","11417",641,"Queens","Southwest Queens",735,1.14664586583463,0.872108843537415,22.5904761904762,0.0352425525592452,28.3747892074199,31156,0.0205738862498395,2.34235976789168,273.655656482246
"171","11418",488,"Queens","Southwest Queens",744,1.52459016393443,0.655913978494624,23.5551075268817,0.0482686629649216,20.7173751783167,37666,0.0129559815217968,2.22821350762527,219.009533121486
"172","11419",551,"Queens","Southwest Queens",1161,2.1070780399274,0.474590869939707,22.0818260120586,0.0400759092777832,24.9526465655108,47955,0.0114899384839954,2.02388535031847,272.248623131393
"173","11420",607,"Queens","Southwest Queens",773,1.27347611202636,0.785252263906856,19.2082794307891,0.0316446119123379,31.6009563577586,47266,0.0128422121609614,2.23613963039014,271.449954086318
"174","11421",295,"Queens","Southwest Queens",738,2.50169491525424,0.399728997289973,23.8929539295393,0.0809930641679298,12.3467362331991,39654,0.00743935038079387,2.21062709430349,133.446297098311
"175","11422",176,"Queens","Southeast Queens",344,1.95454545454545,0.511627906976744,18.4447674418605,0.104799815010571,9.54200157604413,32786,0.00536814493991338,2.47024160282852,71.2480916030534
"176","11423",280,"Queens","Jamaica",345,1.23214285714286,0.811594202898551,19.4028985507246,0.069296066252588,14.4308335823125,29532,0.00948124068806718,2.35650510204082,118.820027063599
"177","11426",180,"Queens","Southeast Queens",301,1.67222222222222,0.598006644518272,24.9202657807309,0.138445921004061,7.22303692840955,20222,0.00890119671644743,2.77003121748179,64.9812171299775
"178","11427",151,"Queens","Southeast Queens",171,1.13245033112583,0.883040935672515,17.1578947368421,0.113628441965842,8.80061349693251,25096,0.00601689512272872,2.65329991645781,56.9102644836272
"179","11428",106,"Queens","Southeast Queens",368,3.47169811320755,0.28804347826087,22.6766304347826,0.213930475799836,4.674415817855,19830,0.00534543620776601,2.43083003952569,43.6065040650406
"180","11429",318,"Queens","Southeast Queens",215,0.676100628930818,1.47906976744186,18.3906976744186,0.0578323826239579,17.2913505311077,27808,0.0114355581127733,2.33626373626374,136.114769520226
"181","11430",16,NA,NA,866,54.125,0.0184757505773672,13.8325635103926,0.864535219399538,1.15669087569914,220,0.0727272727272727,NA,NA
"182","11432",775,"Queens","Jamaica",1570,2.0258064516129,0.493630573248408,24.2834394904459,0.0313334703102527,31.9147540983607,64282,0.0120562521390125,2.27188940092166,341.125760649087
"183","11433",942,"Queens","Jamaica",218,0.231422505307856,4.32110091743119,17.8440366972477,0.0189427141159742,52.7907455012854,36929,0.0255084080262125,2.09878682842288,448.830718414533
"184","11434",724,"Queens","Jamaica",772,1.06629834254144,0.937823834196891,23.4209844559585,0.0323494260441416,30.9124495326586,62590,0.0115673430260425,2.32604197457878,311.2583555725
"185","11435",1004,"Queens","Jamaica",1191,1.18625498007968,0.842989084802687,20.6817800167926,0.0205993824868452,48.545144527444,59392,0.0169046336206897,2.27868852459016,440.604316546763
"186","11436",410,"Queens","Jamaica",159,0.38780487804878,2.57861635220126,19.8805031446541,0.0484890320601319,20.6232204998418,18955,0.0216301767343709,2.26673326673327,180.877038342882
"187","11691",500,"Queens","Rockaways",342,0.684,1.46198830409357,22.4912280701754,0.0449824561403509,22.2308892355694,68454,0.00730417506646799,2.13703860840051,233.968632122295
"188","11692",111,"Queens","Rockaways",57,0.513513513513513,1.94736842105263,10.5263157894737,0.0948316737790422,10.545,22394,0.00495668482629276,2.20775026910657,50.2774256460263
"189","11693",98,"Queens","Rockaways",205,2.09183673469388,0.478048780487805,15.9560975609756,0.162817322050772,6.14185264445124,13029,0.00752168240079822,2.53162393162393,38.7103308575287
"190","11694",179,"Queens","Rockaways",254,1.41899441340782,0.704724409448819,16.7047244094488,0.0933224827343509,10.7155314635871,21258,0.00842035939411045,3.13019079685746,57.1850125493008
"191","11697",4,"Queens","Rockaways",31,7.75,0.129032258064516,11.8064516129032,2.95161290322581,0.33879781420765,3527,0.00113410830734335,3.57438016528926,1.11907514450867
